kk,id,StudyID,PairID,Study,LF,Location,Hab2,Species,Description,WaveType,WaveTypeVerbose,Friction.Coef.mean,Type.of.Friction.Coefficient,T,D,A,hv,H1,x1,h1,H2,x2,h2,H3,x3,h3,H4,x4,h4,H5,x5,h5,H6,x6,h6,H7,x7,h7,H8,x8,h8,H9,x9,h9,Notes
559,659,30,NA,"Tschirky et al. 2001","lab","","Marsh","Scirpus validus","",1,"Hrms",NA,"",1.75,100,0.006,1.6,0.0954064582000001,0,0.5,0.0611459990603801,10.0089,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
560,660,30,NA,"Tschirky et al. 2001","lab","","Marsh","Scirpus validus","",1,"Hrms",NA,"",1.75,50,0.006,1.6,0.0954064582000001,0,0.5,0.0866767672747001,2.516,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
561,661,30,NA,"Tschirky et al. 2001","lab","","Marsh","Scirpus validus","",1,"Hrms",NA,"",1.75,50,0.006,1.6,0.0954064582000001,0,0.5,0.0792064415976401,4.9857,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
562,662,30,NA,"Tschirky et al. 2001","lab","","Marsh","Scirpus validus","",1,"Hrms",NA,"",1.75,50,0.006,1.6,0.0954064582000001,0,0.5,0.0724039611279801,7.4974,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
563,663,30,NA,"Tschirky et al. 2001","lab","","Marsh","Scirpus validus","",1,"Hrms",NA,"",1.75,50,0.006,1.6,0.0954064582000001,0,0.5,0.0642276276602401,10.009,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
564,664,30,NA,"Tschirky et al. 2001","lab","","Marsh","Scirpus validus","",1,"Hrms",NA,"",1.75,25,0.006,1.6,0.0954064582000001,0,0.5,0.08737323441956,2.516,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
565,665,30,NA,"Tschirky et al. 2001","lab","","Marsh","Scirpus validus","",1,"Hrms",NA,"",1.75,25,0.006,1.6,0.0954064582000001,0,0.5,0.0809142171994201,4.9858,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
566,666,30,NA,"Tschirky et al. 2001","lab","","Marsh","Scirpus validus","",1,"Hrms",NA,"",1.75,25,0.006,1.6,0.0954064582000001,0,0.5,0.0751325858325001,7.4766,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
567,667,30,NA,"Tschirky et al. 2001","lab","","Marsh","Scirpus validus","",1,"Hrms",NA,"",1.75,25,0.006,1.6,0.0954064582000001,0,0.5,0.0673092562601001,10.0092,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
568,668,30,NA,"Tschirky et al. 2001","lab","","Marsh","Scirpus validus","",1,"Hrms",NA,"",1.5,150,0.006,1.6,0.0954064582000001,0,0.4997,0.0865241169415801,2.5,0.4997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
569,669,30,NA,"Tschirky et al. 2001","lab","","Marsh","Scirpus validus","",1,"Hrms",NA,"",1.5,150,0.006,1.6,0.0954064582000001,0,0.65,0.0921626386212001,2.5,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
570,670,30,NA,"Tschirky et al. 2001","lab","","Marsh","Scirpus validus","",1,"Hrms",NA,"",1.5,150,0.006,1.6,0.0954064582000001,0,0.8004,0.0907983262689401,2.5,0.8004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
571,671,30,NA,"Tschirky et al. 2001","lab","","Marsh","Scirpus validus","",1,"Hrms",NA,"",1.5,150,0.006,1.6,0.0954064582000001,0,0.9506,0.094347446513980,2.5,0.9506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
572,672,30,NA,"Tschirky et al. 2001","lab","","Marsh","Scirpus validus","",1,"Hrms",NA,"",1.5,150,0.006,1.6,0.0954064582000001,0,0.4998,0.0760198658937601,5,0.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
573,673,30,NA,"Tschirky et al. 2001","lab","","Marsh","Scirpus validus","",1,"Hrms",NA,"",1.5,150,0.006,1.6,0.0954064582000001,0,0.65,0.0855128084846601,5,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
574,674,30,NA,"Tschirky et al. 2001","lab","","Marsh","Scirpus validus","",1,"Hrms",NA,"",1.5,150,0.006,1.6,0.0954064582000001,0,0.7986,0.0876403725025201,5,0.7986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
575,675,30,NA,"Tschirky et al. 2001","lab","","Marsh","Scirpus validus","",1,"Hrms",NA,"",1.5,150,0.006,1.6,0.0954064582000001,0,0.9506,0.0915424966429001,5,0.9506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
576,676,30,NA,"Tschirky et al. 2001","lab","","Marsh","Scirpus validus","",1,"Hrms",NA,"",1.5,150,0.006,1.6,0.0954064582000001,0,0.4999,0.0665650858861401,7.5,0.4999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
577,677,30,NA,"Tschirky et al. 2001","lab","","Marsh","Scirpus validus","",1,"Hrms",NA,"",1.5,150,0.006,1.6,0.0954064582000001,0,0.6502,0.0760580284770401,7.5,0.6502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
578,678,30,NA,"Tschirky et al. 2001","lab","","Marsh","Scirpus validus","",1,"Hrms",NA,"",1.5,150,0.006,1.6,0.0954064582000001,0,0.7987,0.0816965501566601,7.5,0.7987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
579,679,30,NA,"Tschirky et al. 2001","lab","","Marsh","Scirpus validus","",1,"Hrms",NA,"",1.5,150,0.006,1.6,0.0954064582000001,0,0.9508,0.08594213754656,7.5,0.9508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
580,680,30,NA,"Tschirky et al. 2001","lab","","Marsh","Scirpus validus","",1,"Hrms",NA,"",1.5,150,0.006,1.6,0.0954064582000001,0,0.5,0.0578067730233801,10,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
581,681,30,NA,"Tschirky et al. 2001","lab","","Marsh","Scirpus validus","",1,"Hrms",NA,"",1.5,150,0.006,1.6,0.0954064582000001,0,0.6502,0.0697516615900201,10,0.6502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
582,682,30,NA,"Tschirky et al. 2001","lab","","Marsh","Scirpus validus","",1,"Hrms",NA,"",1.5,150,0.006,1.6,0.0954064582000001,0,0.7988,0.0771456621005201,10,0.7988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
583,683,30,NA,"Tschirky et al. 2001","lab","","Marsh","Scirpus validus","",1,"Hrms",NA,"",1.5,150,0.006,1.6,0.0954064582000001,0,0.9508,0.0834901915708201,10,0.9508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
584,684,40,NA,"Bouma et al. 2010","lab","","Marsh","Spartina anglica","All",1,"Hrms",NA,"",1,1503.3939,0.005,0.1,0.0649,0,0.2,0.0566,0.25,0.2,0.0518,0.5,0.2,0.0456,0.75,0.2,0.0388,1,0.2,0.033,1.5,0.2,0.0308,2,0.2,0.0289,2.5,0.2,0.0248,3,0.2,""
585,685,40,NA,"Bouma et al. 2010","lab","","Marsh","Spartina anglica","First Cut",1,"Hrms",NA,"",1,912.2446,0.005,0.1,0.0664,0,0.2,0.0596,0.25,0.2,0.0576,0.5,0.2,0.0521,0.75,0.2,0.0486,1,0.2,0.0426,1.5,0.2,0.0411,2,0.2,0.0381,2.5,0.2,0.0338,3,0.2,""
586,686,40,NA,"Bouma et al. 2010","lab","","Marsh","Spartina anglica","Second Cut",1,"Hrms",NA,"",1,550.1379,0.005,0.1,0.0699,0,0.2,0.0626,0.25,0.2,0.0643,0.5,0.2,0.0587,0.75,0.2,0.057,1,0.2,0.0535,1.5,0.2,0.0505,2,0.2,0.0514,2.5,0.2,0.0486,3,0.2,""
587,687,40,NA,"Bouma et al. 2010","lab","","Marsh","Puccinellia maritima","All",1,"Hrms",NA,"",1,19094.8567,0.0127,0.45,0.0654,0,0.2,0.0617,0.25,0.2,0.0547,0.5,0.2,0.0474,0.75,0.2,0.0444,1,0.2,0.0283,1.5,0.2,0.0345,2,0.2,0.0232,2.5,0.2,0.0164,3,0.2,""
588,688,40,NA,"Bouma et al. 2010","lab","","Marsh","Puccinellia maritima","First Cut",1,"Hrms",NA,"",1,9213.1757,0.0127,0.45,0.0673,0,0.2,0.0583,0.25,0.2,0.0622,0.5,0.2,0.0551,0.75,0.2,0.0538,1,0.2,0.0491,1.5,0.2,0.0459,2,0.2,0.0462,2.5,0.2,0.0408,3,0.2,""
589,689,40,NA,"Bouma et al. 2010","lab","","Marsh","Puccinellia maritima","Second Cut",1,"Hrms",NA,"",1,6242.0799,0.0127,0.45,0.0688,0,0.2,0.0649,0.25,0.2,0.0658,0.5,0.2,0.0594,0.75,0.2,0.0611,1,0.2,0.056,1.5,0.2,0.0526,2,0.2,0.0556,2.5,0.2,0.0509,3,0.2,""
590,21,5,NA,"Bouma et al. 2005","lab","","Marsh (Art.)","faux Spartina","Sparse",1,"Hrms",NA,"",1,450,0.005,0.1,0.033,0,0.12,0.028,2,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
591,22,5,NA,"Bouma et al. 2005","lab","","Marsh (Art.)","faux Spartina","Dense",1,"Hrms",NA,"",1,1850,0.005,0.1,0.032,0,0.12,0.02,2,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
592,27,6,NA,"Bradley & Houser 2009","field","Florida","Seagrass","Thalassia testudinum","Re>600",1,"Hrms",0.01,"exponential decay coefficient",1.3,1100,0.0075,0.275,0.0565685424949238,0,0.95,0.0692964645562817,4.7,0.88,0.0644174277660945,13.6,0.9,0.0579120453791782,26,0.91,0.0519016377390926,43.3,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depths are average, despite tidal height falling over course of study. H1 is average, despite wave heights increasing over course of study. Waves cross a 75 m terrace before reaching the bed with depth of 1.5 to 1 m."
593,28,6,NA,"Bradley & Houser 2009","field","Florida","Seagrass","Thalassia testudinum","400<Re<600",1,"Hrms",0.01,"exponential decay coefficient",1.3,1100,0.0075,0.275,0.0565685424949238,0,0.95,0.0663973267534168,4.7,0.88,0.0598919443665006,13.6,0.9,0.0564978318168051,26,0.91,0.0464569155239562,43.3,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depths are average, despite tidal height falling over course of study. H1 is average, despite wave heights increasing over course of study. Waves cross a 75 m terrace before reaching the bed with depth of 1.5 to 1 m."
594,29,6,NA,"Bradley & Houser 2009","field","Florida","Seagrass","Thalassia testudinum","Re<400",1,"Hrms",0.01,"exponential decay coefficient",1.3,1100,0.0075,0.275,0.0565685424949238,0,0.95,0.0620839753881789,4.7,0.88,0.0564978318168051,13.6,0.9,0.0460326514552442,26,0.91,0.0352139177030901,43.3,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depths are average, despite tidal height falling over course of study. H1 is average, despite wave heights increasing over course of study. Waves cross a 75 m terrace before reaching the bed with depth of 1.5 to 1 m."
595,152,36,NA,"Huber 2003","field","Maryland","Seagrass","Zostera marina","Day 1.2001",1,"Hrms",NA,"",1.5,1490.159043,0.00658333333333333,0.210554049,0.157559195392029,0,1.050129912,0.139156281085135,280,1.050129912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Assumed peak period is 1.5 sec (peak period was \"generally short and smaller than 2 seconds\"). Assumed H0 and H1 depth the same because study reports shoaling only produces millimeter increases in H. Extensive calcs in R to get datapoints from graphs. Estimated bed width of 280 m from Google Earth."
596,153,36,NA,"Huber 2003","field","Maryland","Seagrass","Zostera marina","Day 21.3996",1,"Hrms",NA,"",1.5,1043.630525,0.00658333333333333,0.246998719,0.095067425159179,0,0.724809315,0.0250312526635641,280,0.724809315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Assumed peak period is 1.5 sec (peak period was \"generally short and smaller than 2 seconds\"). Assumed H0 and H1 depth the same because study reports shoaling only produces millimeter increases in H. Extensive calcs in R to get datapoints from graphs. Estimated bed width of 280 m from Google Earth."
597,154,36,NA,"Huber 2003","field","Maryland","Seagrass","Zostera marina","Day 22.4593",1,"Hrms",NA,"",1.5,1024.137212,0.00658333333333333,0.248910668,0.138898292468912,0,0.731586372,0.0933257624672536,280,0.731586372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Assumed peak period is 1.5 sec (peak period was \"generally short and smaller than 2 seconds\"). Assumed H0 and H1 depth the same because study reports shoaling only produces millimeter increases in H. Extensive calcs in R to get datapoints from graphs. Estimated bed width of 280 m from Google Earth."
598,155,36,NA,"Huber 2003","field","Maryland","Seagrass","Zostera marina","Day 28.5209",1,"Hrms",NA,"",1.5,877.8717228,0.00658333333333333,0.259421777,0.119168106206818,0,0.863154211,0.0587498764052163,280,0.863154211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Assumed peak period is 1.5 sec (peak period was \"generally short and smaller than 2 seconds\"). Assumed H0 and H1 depth the same because study reports shoaling only produces millimeter increases in H. Extensive calcs in R to get datapoints from graphs. Estimated bed width of 280 m from Google Earth."
599,156,36,NA,"Huber 2003","field","Maryland","Seagrass","Zostera marina","Day 29.5876",1,"Hrms",NA,"",1.5,818.128239,0.00658333333333333,0.260895772,0.145401731019287,0,0.695668893,0.0653289973014882,280,0.695668893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Assumed peak period is 1.5 sec (peak period was \"generally short and smaller than 2 seconds\"). Assumed H0 and H1 depth the same because study reports shoaling only produces millimeter increases in H. Extensive calcs in R to get datapoints from graphs. Estimated bed width of 280 m from Google Earth."
600,157,36,NA,"Huber 2003","field","Maryland","Seagrass","Zostera marina","Day 30.5541",1,"Hrms",NA,"",1.5,763.9967333,0.00658333333333333,0.262231308,0.103160883816720,0,0.5474,0.049919551670496,280,0.5474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Assumed peak period is 1.5 sec (peak period was \"generally short and smaller than 2 seconds\"). Assumed H0 and H1 depth the same because study reports shoaling only produces millimeter increases in H. Extensive calcs in R to get datapoints from graphs. Estimated bed width of 280 m from Google Earth."
601,158,36,NA,"Huber 2003","field","Maryland","Seagrass","Zostera marina","Day 31.5445",1,"Hrms",NA,"",1.5,708.526642,0.00658333333333333,0.26359987,0.0644002097159726,0,0.600678723,0.0395546086449158,280,0.600678723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Assumed peak period is 1.5 sec (peak period was \"generally short and smaller than 2 seconds\"). Assumed H0 and H1 depth the same because study reports shoaling only produces millimeter increases in H. Extensive calcs in R to get datapoints from graphs. Estimated bed width of 280 m from Google Earth."
602,159,36,NA,"Huber 2003","field","Maryland","Seagrass","Zostera marina","Day 33.6745",1,"Hrms",NA,"",1.5,589.2301007,0.00658333333333333,0.266543163,0.118294656090892,0,0.538520738,0.0608034530907112,280,0.538520738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Assumed peak period is 1.5 sec (peak period was \"generally short and smaller than 2 seconds\"). Assumed H0 and H1 depth the same because study reports shoaling only produces millimeter increases in H. Extensive calcs in R to get datapoints from graphs. Estimated bed width of 280 m from Google Earth."
603,160,36,NA,"Huber 2003","field","Maryland","Seagrass","Zostera marina","Day 34.6617",1,"Hrms",NA,"",1.5,536.3503439,0.00658333333333333,0.267907303,0.216973979152838,0,0.627147518,0.136975673373506,280,0.627147518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Assumed peak period is 1.5 sec (peak period was \"generally short and smaller than 2 seconds\"). Assumed H0 and H1 depth the same because study reports shoaling only produces millimeter increases in H. Extensive calcs in R to get datapoints from graphs. Estimated bed width of 280 m from Google Earth."
604,161,36,NA,"Huber 2003","field","Maryland","Seagrass","Zostera marina","Day 35.6369",1,"Hrms",NA,"",1.5,531.6533142,0.00658333333333333,0.269254861,0.150262798104844,0,0.748984135,0.105289142292016,280,0.748984135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Assumed peak period is 1.5 sec (peak period was \"generally short and smaller than 2 seconds\"). Assumed H0 and H1 depth the same because study reports shoaling only produces millimeter increases in H. Extensive calcs in R to get datapoints from graphs. Estimated bed width of 280 m from Google Earth."
605,162,36,NA,"Huber 2003","field","Maryland","Seagrass","Zostera marina","Day 36.5806",1,"Hrms",NA,"",1.5,527.1080037,0.00658333333333333,0.270558891,0.141062598540807,0,0.591442782,0.0908584201274271,280,0.591442782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Assumed peak period is 1.5 sec (peak period was \"generally short and smaller than 2 seconds\"). Assumed H0 and H1 depth the same because study reports shoaling only produces millimeter increases in H. Extensive calcs in R to get datapoints from graphs. Estimated bed width of 280 m from Google Earth."
606,163,36,NA,"Huber 2003","field","Maryland","Seagrass","Zostera marina","Day 37.534",1,"Hrms",NA,"",1.5,522.5159733,0.00658333333333333,0.271876326,0.134968182372475,0,0.43585,0.084571063509888,280,0.43585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Assumed peak period is 1.5 sec (peak period was \"generally short and smaller than 2 seconds\"). Assumed H0 and H1 depth the same because study reports shoaling only produces millimeter increases in H. Extensive calcs in R to get datapoints from graphs. Estimated bed width of 280 m from Google Earth."
607,164,36,NA,"Huber 2003","field","Maryland","Seagrass","Zostera marina","Day 38.7443",1,"Hrms",NA,"",1.5,516.6865896,0.00658333333333333,0.273548751,0.135671839886783,0,0.558795035,0.0920669108713089,280,0.558795035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Assumed peak period is 1.5 sec (peak period was \"generally short and smaller than 2 seconds\"). Assumed H0 and H1 depth the same because study reports shoaling only produces millimeter increases in H. Extensive calcs in R to get datapoints from graphs. Estimated bed width of 280 m from Google Earth."
608,165,36,NA,"Huber 2003","field","Maryland","Seagrass","Zostera marina","Day 41.7873",1,"Hrms",NA,"",1.5,502.0300461,0.00658333333333333,0.277753652,0.107978930525709,0,0.632620213,0.0948270965348163,280,0.632620213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Assumed peak period is 1.5 sec (peak period was \"generally short and smaller than 2 seconds\"). Assumed H0 and H1 depth the same because study reports shoaling only produces millimeter increases in H. Extensive calcs in R to get datapoints from graphs. Estimated bed width of 280 m from Google Earth."
609,166,36,NA,"Huber 2003","field","Maryland","Seagrass","Zostera marina","Day 42.73",1,"Hrms",NA,"",1.5,497.489552,0.00658333333333333,0.279056301,0.153706404593688,0,0.618843058,0.125608873883177,280,0.618843058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Assumed peak period is 1.5 sec (peak period was \"generally short and smaller than 2 seconds\"). Assumed H0 and H1 depth the same because study reports shoaling only produces millimeter increases in H. Extensive calcs in R to get datapoints from graphs. Estimated bed width of 280 m from Google Earth."
610,167,36,NA,"Huber 2003","field","Maryland","Seagrass","Zostera marina","Day 49.821",1,"Hrms",NA,"",1.5,487.5436805,0.00658333333333333,0.279056301,0.277513010369831,0,0.445149645,0.256727285510373,280,0.445149645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Assumed peak period is 1.5 sec (peak period was \"generally short and smaller than 2 seconds\"). Assumed H0 and H1 depth the same because study reports shoaling only produces millimeter increases in H. Extensive calcs in R to get datapoints from graphs. Estimated bed width of 280 m from Google Earth."
611,168,36,NA,"Huber 2003","field","Maryland","Seagrass","Zostera marina","Day 50.9018",1,"Hrms",NA,"",1.5,462.1808472,0.00658333333333333,0.279056301,0.0529245695214554,0,0.473606327,0.0496432461602135,280,0.473606327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Assumed peak period is 1.5 sec (peak period was \"generally short and smaller than 2 seconds\"). Assumed H0 and H1 depth the same because study reports shoaling only produces millimeter increases in H. Extensive calcs in R to get datapoints from graphs. Estimated bed width of 280 m from Google Earth."
612,169,36,NA,"Huber 2003","field","Maryland","Seagrass","Zostera marina","Day 56.9184",1,"Hrms",NA,"",1.5,340.7552149,0.00658333333333333,0.279056301,0.048185853829354,0,0.42230246,0.0510288190695214,280,0.42230246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Assumed peak period is 1.5 sec (peak period was \"generally short and smaller than 2 seconds\"). Assumed H0 and H1 depth the same because study reports shoaling only produces millimeter increases in H. Extensive calcs in R to get datapoints from graphs. Estimated bed width of 280 m from Google Earth."
613,170,36,NA,"Huber 2003","field","Maryland","Seagrass","Zostera marina","Day 52.7758",1,"Hrms",NA,"",1.5,418.20421,0.00658333333333333,0.279056301,0.178090433935151,0,0.196734095,0.222755514712629,280,0.196734095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Assumed peak period is 1.5 sec (peak period was \"generally short and smaller than 2 seconds\"). Assumed H0 and H1 depth the same because study reports shoaling only produces millimeter increases in H. Extensive calcs in R to get datapoints from graphs. Estimated bed width of 280 m from Google Earth."
614,171,36,NA,"Huber 2003","field","Maryland","Seagrass","Zostera marina","Day 57.8936",1,"Hrms",NA,"",1.5,327.9210982,0.00658333333333333,0.279056301,0.166545093518105,0,0.263364148,0.187929483969893,280,0.263364148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Assumed peak period is 1.5 sec (peak period was \"generally short and smaller than 2 seconds\"). Assumed H0 and H1 depth the same because study reports shoaling only produces millimeter increases in H. Extensive calcs in R to get datapoints from graphs. Estimated bed width of 280 m from Google Earth."
615,172,36,NA,"Huber 2003","field","Maryland","Seagrass","Zostera marina","Day 58.9733",1,"Hrms",NA,"",1.5,313.7117095,0.00658333333333333,0.279056301,0.227535761614417,0,0.173709912,0.258708161012161,280,0.173709912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Assumed peak period is 1.5 sec (peak period was \"generally short and smaller than 2 seconds\"). Assumed H0 and H1 depth the same because study reports shoaling only produces millimeter increases in H. Extensive calcs in R to get datapoints from graphs. Estimated bed width of 280 m from Google Earth."
616,173,36,NA,"Huber 2003","field","Maryland","Seagrass","Zostera marina","Day 59.9203",1,"Hrms",NA,"",1.5,301.2487189,0.00658333333333333,0.279056301,0.147087819360851,0,0.257415603,0.160825821538824,280,0.257415603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Assumed peak period is 1.5 sec (peak period was \"generally short and smaller than 2 seconds\"). Assumed H0 and H1 depth the same because study reports shoaling only produces millimeter increases in H. Extensive calcs in R to get datapoints from graphs. Estimated bed width of 280 m from Google Earth."
617,174,36,NA,"Huber 2003","field","Maryland","Seagrass","Zostera marina","Day 65.0009",1,"Hrms",NA,"",1.5,261.9157601,0.00658333333333333,0.279056301,0.063925260940292,0,0.608246084,0.0831923346871152,280,0.608246084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Assumed peak period is 1.5 sec (peak period was \"generally short and smaller than 2 seconds\"). Assumed H0 and H1 depth the same because study reports shoaling only produces millimeter increases in H. Extensive calcs in R to get datapoints from graphs. Estimated bed width of 280 m from Google Earth."
618,175,36,NA,"Huber 2003","field","Maryland","Seagrass","Zostera marina","Day 66.0773",1,"Hrms",NA,"",1.5,257.5018577,0.00658333333333333,0.279056301,0.0409453307058043,0,0.3834,0.0531060944387877,280,0.3834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Assumed peak period is 1.5 sec (peak period was \"generally short and smaller than 2 seconds\"). Assumed H0 and H1 depth the same because study reports shoaling only produces millimeter increases in H. Extensive calcs in R to get datapoints from graphs. Estimated bed width of 280 m from Google Earth."
619,176,36,NA,"Huber 2003","field","Maryland","Seagrass","Zostera marina","Day 70.12",1,"Hrms",NA,"",1.5,240.9243,0.00658333333333333,0.279056301,0.190494045006851,0,0.419990071,0.227087950889892,280,0.419990071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Assumed peak period is 1.5 sec (peak period was \"generally short and smaller than 2 seconds\"). Assumed H0 and H1 depth the same because study reports shoaling only produces millimeter increases in H. Extensive calcs in R to get datapoints from graphs. Estimated bed width of 280 m from Google Earth."
